GeneID,log2FC_Ox_WT_leaf_protoplast,Ox.leaf.vs.protoplast_q_value
Chir06Ox_b35290.2,1.064915208,0.008983169
Chir07Ox_b29350.2,1.129195339,0.009015449
Chir08Ox_b23060.2,1.256476941,0.009122671
Chir08Ox_b00310.2,1.688918311,0.009123982
Chir02Ox_b07270.2,1.532296569,0.009190039
Chir01Ox_b19970.2,1.516817696,0.00925603
Chir04Ox_b26060.2,1.223543168,0.00925603
Chir08Ox_b19280.2,1.050175584,0.009336888
Chir03Ox_b18970.2,1.173516853,0.009579326
Chir04Ox_b05150.2,2.55453817,0.00961802
Chir04Ox_b18880.2,1.32958402,0.009629132
Chir07Ox_b20650.2,1.766450975,0.009848012
Chir01Ox_b08420.2,1.165719696,0.009909739
Chir02Ox_b23240.2,1.000134851,0.010168884
Chir02Ox_b12790.2,1.195427675,0.010458195
Chir07Ox_b12490.2,1.741862338,0.011063616
Chir05Ox_b07640.2,2.71649131,0.01143572
Chir01Ox_b15140.2,1.956900844,0.011478265
Chir06Ox_b37650.2,1.178831043,0.011550302
Chir07Ox_b21140.2,1.627862754,0.011573974
Chir08Ox_b15290.2,1.079679991,0.011720972
Chir01Ox_b23310.2,1.006735199,0.011720972
Chir07Ox_b24860.2,1.456624757,0.011756331
Chir03Ox_b16070.2,1.100309818,0.011756331
Chir01Ox_b07080.2,1.606976644,0.012192216
Chir01Ox_b05670.2,1.528166653,0.012284538
Chir02Ox_b24250.2,1.442974363,0.012507066
Chir06Ox_b28420.2,1.153487975,0.012701565
Chir03Ox_b29150.2,1.315136296,0.012847302
Chir01Ox_b25340.2,1.856785102,0.013033894
Chir04Ox_b20440.2,1.066254495,0.013060115
Chir08Ox_b20980.2,1.083618025,0.013426744
Chir01Ox_b39400.2,1.027997649,0.013558502
Chir01Ox_b40650.2,1.100410855,0.013669921
Chir04Ox_b23840.2,1.119489811,0.01389696
Chir07Ox_b02650.2,1.108673181,0.013958526
Chir01Ox_b11260.2,1.111815767,0.014008195
Chir02Ox_b20840.2,1.923996375,0.014524343
Chir03Ox_b29730.2,1.209855982,0.014550729
Chir06Ox_b05130.2,1.533248891,0.0146668
Chir03Ox_b22210.2,1.487340372,0.014762562
Chir01Ox_b04590.2,1.831087789,0.014988067
Chir02Ox_b21250.2,1.031104191,0.015238521
Chir01Ox_b01730.2,1.263878716,0.015251458
Chir08Ox_b07360.2,1.31555998,0.015388347
Chir05Ox_b03350.2,1.777468437,0.015583332
Chir01Ox_b06810.2,1.011793656,0.0159644
Chir07Ox_b06940.2,2.98205487,0.016284326
Chir03Ox_b23320.2,1.401310858,0.016988259
Chir02Ox_b27100.2,1.977031577,0.017173971
Chir08Ox_b20820.2,1.610492134,0.017485809
Chir04Ox_b11120.2,1.729443749,0.017755251
Chir02Ox_b13830.2,2.16815771,0.018492794
Chir01Ox_b19680.2,1.096205824,0.018514328
Chir08Ox_b01780.2,1.284072881,0.018555384
Chir06Ox_b21060.2,1.36476837,0.018573158
Chir07Ox_b17320.2,1.178029456,0.019278021
Chir03Ox_b00260.2,2.565700309,0.019773061
Chir08Ox_b14260.2,1.274597692,0.019888171
Chir01Ox_b29310.2,1.204283335,0.019888171
Chir03Ox_b06600.2,2.10478034,0.02004668
Chir01Ox_b00870.2,2.218665242,0.020281238
Chir03Ox_b34900.2,1.694671094,0.020819743
Chir07Ox_b13250.2,1.170346072,0.020862
Chir07Ox_b31460.2,1.098993303,0.020862
Chir07Ox_b28280.2,1.145510134,0.02103091
Chir02Ox_b01500.2,1.407279509,0.021095772
Chir03Ox_b16400.2,1.347841667,0.021179307
Chir05Ox_b13400.2,1.610118126,0.02161332
Chir06Ox_b11120.2,1.067062464,0.021618941
Chir03Ox_b11870.2,1.16523335,0.021884209
Chir02Ox_b06510.2,1.380333854,0.02198936
Chir01Ox_b44670.2,1.499305004,0.022628428
Chir04Ox_b29650.2,1.187373013,0.022785699
Chir07Ox_b29040.2,1.107117442,0.022859422
Chir03Ox_b14220.2,1.129527417,0.022907984
Chir03Ox_b03650.2,1.080322683,0.022993658
Chir08Ox_b26090.2,1.031686894,0.023092305
Chir06Ox_b15660.2,1.153004382,0.023788597
Chir08Ox_b29280.2,1.506000487,0.024585105
Chir06Ox_b13010.2,1.877536794,0.025004211
Chir08Ox_b30470.2,1.559979127,0.025022927
Chir03Ox_b03900.2,1.386489125,0.025117819
Chir03Ox_b17480.2,1.261264521,0.02576594
Chir03Ox_b02080.2,1.189811541,0.025996101
Chir03Ox_b35510.2,1.392248991,0.026340682
Chir04Ox_b11200.2,1.037889361,0.026601749
Chir01Ox_b44600.2,1.034489761,0.027164307
Chir04Ox_b17120.2,1.495978814,0.027280299
Chir05Ox_b21580.2,1.270051917,0.027463573
Chir04Ox_b19440.2,1.070663043,0.02808322
Chir02Ox_b20330.2,1.048343743,0.028084334
Chir01Ox_b27120.2,2.059252379,0.028920275
Chir07Ox_b35590.2,1.580838204,0.029114676
Chir05Ox_b04340.2,1.187701308,0.029863476
Chir01Ox_b35090.2,1.184240478,0.030128349
Chir05Ox_b28020.2,1.232977179,0.030400419
Chir04Ox_b09920.2,1.598266614,0.030618547
Chir08Ox_b08330.2,1.316600097,0.030627784
ChirPtOx_b00840.2,1.046999108,0.030647711
Chir03Ox_b24220.2,1.080817112,0.031433149
Chir05Ox_b27510.2,1.388788048,0.031965507
ChirPtOx_b00830.2,1.241495593,0.032237276
Chir06Ox_b06080.2,1.505769009,0.032820996
Chir05Ox_b23470.2,1.28823428,0.033589099
Chir02Ox_b20580.2,2.321492137,0.034053575
Chir04Ox_b06960.2,1.207463299,0.035383132
Chir07Ox_b05540.2,1.527899867,0.036174796
Chir04Ox_b25260.2,1.265896281,0.036440883
Chir05Ox_b22720.2,1.488779958,0.036931646
Chir01Ox_b03890.2,1.017855139,0.037256252
Chir03Ox_b15910.2,1.582259248,0.037300913
Chir04Ox_b20690.2,1.127694639,0.037586159
Chir03Ox_b13790.2,1.084701436,0.037744768
Chir06Ox_b04190.2,1.252104671,0.038059707
Chir01Ox_b05420.2,1.259588369,0.03863167
Chir03Ox_b31560.2,1.274803599,0.038650571
Chir03Ox_b31410.2,1.215437962,0.039303084
Chir07Ox_b02640.2,1.371744036,0.039472257
Chir05Ox_b06970.2,2.461022935,0.039533675
Chir08Ox_b01270.2,1.248423221,0.039798107
Chir01Ox_b02400.2,1.352769674,0.04012191
Chir07Ox_b04880.2,1.358139008,0.040123389
Chir05Ox_b25190.2,1.673341645,0.040276352
Chir05Ox_b27410.2,1.05189793,0.041559084
Chir06Ox_b03570.2,1.083107872,0.042464635
Chir07Ox_b25320.2,1.529531947,0.043691735
Chir06Ox_b27970.2,1.099401827,0.043917139
Chir01Ox_b42940.2,1.408088711,0.045053876
Chir03Ox_b08040.2,1.356055435,0.045223648
Chir01Ox_b01330.2,1.467336862,0.046621973
Chir08Ox_b00040.2,1.410791475,0.046621973
Chir03Ox_b28620.2,1.248504043,0.04674855
Chir03Ox_b08340.2,1.607459544,0.046754676
Chir08Ox_b28800.2,1.225495433,0.047719547
Chir08Ox_b15000.2,1.002475025,0.047778197
Chir04Ox_b18190.2,1.887089173,0.048394328
Chir01Ox_b08670.2,1.331694427,0.049307988
